,Sentence1,Emotion
3864,Roger made me feel annoyed.,0
2291,The situation makes my daughter feel discouraged.,2
6988,Tia told us all about the recent heartbreaking events.,1
6773,My boyfriend told us all about the recent shocking events.,2
1274,The situation makes Jerome feel fearful.,2
6693,This boy told us all about the recent shocking events.,2
4680,My daughter made me feel angry.,0
165,Malik feels sad.,1
7785,The conversation with Ryan was depressing.,1
1008,She feels miserable.,1
3289,I made Katie feel disappointed.,1
1066,My sister feels depressed.,1
7137,Katie told us all about the recent amazing events.,3
7817,The conversation with Andrew was amazing.,3
3436,I made this woman feel ecstatic.,3
3257,I made Heather feel glad.,3
2410,I made Alonzo feel terrified.,2
389,Jack feels disappointed.,1
2433,I made Jamel feel anxious.,2
4580,Ellen made me feel angry.,0
6995,Tia told us all about the recent funny events.,3
4413,Amanda made me feel anxious.,2
8595,The conversation with my mother was funny.,3
6442,Adam told us all about the recent outrageous events.,0
3895,Alan made me feel happy.,3
7509,The conversation with Jerome was gloomy.,1
6748,My husband told us all about the recent heartbreaking events.,1
2367,The situation makes my aunt feel devastated.,1
1258,The situation makes Alphonse feel relieved.,3
4713,My wife made me feel anxious.,2
6722,My son told us all about the recent outrageous events.,0
855,Heather feels happy.,3
6736,My son told us all about the recent hilarious events.,3
3520,I made my girlfriend feel angry.,0
5278,Harry found himself in a wonderful situation.,3
7068,Courtney told us all about the recent heartbreaking events.,1
5192,Lamar found himself in a terrifying situation.,2
2343,The situation makes my mother feel enraged.,0
7276,This woman told us all about the recent hilarious events.,3
8636,The conversation with my mom was hilarious.,3
749,Tia feels disappointed.,1
8447,The conversation with her was grim.,1
2039,The situation makes Courtney feel excited.,3
1567,The situation makes Andrew feel devastated.,1
3232,I made Courtney feel scared.,2
2229,The situation makes this woman feel disappointed.,1
3131,I made Tanisha feel discouraged.,2
7791,The conversation with Ryan was threatening.,2
8256,The conversation with Amanda was hilarious.,3
6122,My daughter found herself in an outrageous situation.,0
3201,I made Amanda feel furious.,0
2546,I made Lamar feel depressed.,1
7666,The conversation with Harry was serious.,1
6945,Jasmine told us all about the recent depressing events.,1
3708,Torrance made me feel miserable.,1
3282,I made Katie feel irritated.,0
7764,The conversation with Justin was displeasing.,0
662,Latisha feels irritated.,0
6148,My wife found herself in a heartbreaking situation.,1
1712,The situation makes my husband feel scared.,2
755,Tia feels happy.,3
234,Harry feels fearful.,2
6149,My wife found herself in a gloomy situation.,1
338,Justin feels relieved.,3
6872,Shereen told us all about the recent terrifying events.,2
4193,My dad made me feel anxious.,2
6272,Jamel told us all about the recent terrifying events.,2
8268,The conversation with Courtney was heartbreaking.,1
6889,Ebony told us all about the recent gloomy events.,1
5076,Jamel found himself in a hilarious situation.,3
7224,Ellen told us all about the recent displeasing events.,0
8346,The conversation with Betsy was serious.,1
2286,The situation makes my daughter feel depressed.,1
5432,Jack found himself in a terrifying situation.,2
758,Tia feels relieved.,3
1379,The situation makes Malik feel excited.,3
5533,My son found himself in a shocking situation.,2
1004,She feels annoyed.,0
6719,My brother told us all about the recent great events.,3
5878,Courtney found herself in a wonderful situation.,3
1615,The situation makes him feel happy.,3
3012,I made Nichelle feel scared.,2
7087,Heather told us all about the recent grim events.,1
674,Latisha feels fearful.,2
1796,The situation makes my dad feel ecstatic.,3
5438,Jack found himself in a wonderful situation.,3
5972,Kristin found herself in a terrifying situation.,2
7462,The conversation with Jamel was outrageous.,0
4722,My girlfriend made me feel irritated.,0
6769,My boyfriend told us all about the recent gloomy events.,1
1208,The situation makes Alonzo feel miserable.,1
322,Justin feels irritated.,0
7677,The conversation with Harry was amazing.,3
2076,The situation makes Melanie feel ecstatic.,3
980,Ellen feels angry.,0
2718,I made Frank feel relieved.,3
3125,I made Tanisha feel sad.,1
1817,The situation makes Nichelle feel glad.,3
8588,The conversation with my mother was heartbreaking.,1
3311,I made Betsy feel discouraged.,2
6316,Jerome told us all about the recent hilarious events.,3
3917,Frank made me feel glad.,3
5332,Alan found himself in a terrifying situation.,2
1492,The situation makes Alan feel scared.,2
8527,The conversation with my daughter was grim.,1
2683,I made Alan feel enraged.,0
5830,Latoya found herself in a horrible situation.,2
6536,Alan told us all about the recent hilarious events.,3
7602,The conversation with Malik was outrageous.,0
3328,I made Kristin feel miserable.,1
8117,The conversation with Latisha was amazing.,3
656,Ebony feels ecstatic.,3
1025,This woman feels sad.,1
7278,This woman told us all about the recent wonderful events.,3
2167,The situation makes Stephanie feel devastated.,1
6774,My boyfriend told us all about the recent dreadful events.,2
3622,Jamel made me feel irritated.,0
7773,The conversation with Justin was shocking.,2
2942,I made my father feel irritated.,0
2186,The situation makes Ellen feel depressed.,1
6990,Tia told us all about the recent horrible events.,2
2485,I made Leroy feel sad.,1
2981,I made my dad feel furious.,0
8530,The conversation with my daughter was horrible.,2
4253,Ebony made me feel anxious.,2
7847,The conversation with him was grim.,1
642,Ebony feels irritated.,0
797,Latoya feels glad.,3
8224,The conversation with Latoya was displeasing.,0
2171,The situation makes Stephanie feel discouraged.,2
3675,Jerome made me feel happy.,3
856,Heather feels ecstatic.,3
7404,My aunt told us all about the recent displeasing events.,0
6885,Ebony told us all about the recent depressing events.,1
1446,The situation makes Josh feel depressed.,1
1143,My mother feels enraged.,0
1671,The situation makes my brother feel discouraged.,2
1887,The situation makes Shaniqua feel devastated.,1
365,Andrew feels sad.,1
5490,This boy found himself in a horrible situation.,2
3225,I made Courtney feel sad.,1
6966,Tanisha told us all about the recent serious events.,1
5369,Justin found himself in a gloomy situation.,1
1875,The situation makes Latisha feel happy.,3
4459,Heather made me feel excited.,3
3062,I made Latisha feel irritated.,0
3468,I made my sister feel miserable.,1
5314,Roger found himself in a dreadful situation.,2
5092,Alphonse found himself in a terrifying situation.,2
6397,Lamar told us all about the recent amazing events.,3
6600,Andrew told us all about the recent irritating events.,0
281,Alan feels furious.,0
179,Malik feels excited.,3
1751,The situation makes my father feel discouraged.,2
3363,I made Stephanie feel enraged.,0
5530,My son found himself in a horrible situation.,2
5855,Amanda found herself in a funny situation.,3
2978,I made my uncle feel relieved.,3
244,Josh feels annoyed.,0
7405,My aunt told us all about the recent depressing events.,1
8612,The conversation with my aunt was terrifying.,2
5492,This boy found himself in a terrifying situation.,2
1114,My wife feels fearful.,2
2287,The situation makes my daughter feel devastated.,1
7553,The conversation with Torrance was shocking.,2
3936,Justin made me feel ecstatic.,3
5810,Lakisha found herself in a horrible situation.,2
4165,My uncle made me feel sad.,1
1715,The situation makes my husband feel happy.,3
3965,Andrew made me feel sad.,1
5171,Darnell found himself in a threatening situation.,2
7305,My sister told us all about the recent depressing events.,1
8271,The conversation with Courtney was threatening.,2
3359,I made Nancy feel excited.,3
4119,My husband made me feel excited.,3
501,My husband feels furious.,0
2674,I made Roger feel fearful.,2
4021,This man made me feel furious.,0
5822,Latoya found herself in an outrageous situation.,0
4739,My girlfriend made me feel excited.,3
7069,Courtney told us all about the recent gloomy events.,1
8001,The conversation with my uncle was vexing.,0
5844,Amanda found herself in a displeasing situation.,0
5526,My son found himself in a serious situation.,1
5929,Katie found herself in a gloomy situation.,1
1368,The situation makes Malik feel miserable.,1
7465,The conversation with Jamel was depressing.,1
7686,The conversation with Josh was serious.,1
4159,My father made me feel excited.,3
6826,My dad told us all about the recent serious events.,1
4232,Shereen made me feel scared.,2
6498,Josh told us all about the recent wonderful events.,3
8168,The conversation with Tanisha was heartbreaking.,1
7202,Stephanie told us all about the recent outrageous events.,0
1548,The situation makes Ryan feel miserable.,1
6751,My husband told us all about the recent threatening events.,2
1131,My girlfriend feels discouraged.,2
2497,I made Leroy feel glad.,3
1524,The situation makes Justin feel annoyed.,0
2922,I made my boyfriend feel irritated.,0
2881,I made my son feel furious.,0
6682,This boy told us all about the recent outrageous events.,0
6778,My boyfriend told us all about the recent wonderful events.,3
1406,The situation makes Adam feel depressed.,1
181,Terrence feels furious.,0
5532,My son found himself in a terrifying situation.,2
357,Ryan feels glad.,3
1739,The situation makes my boyfriend feel excited.,3
1732,The situation makes my boyfriend feel scared.,2
4048,This boy made me feel miserable.,1
4612,She made me feel scared.,2
7290,This girl told us all about the recent horrible events.,2
159,Lamar feels excited.,3
1650,The situation makes this boy feel terrified.,2
8496,The conversation with this girl was hilarious.,3
3067,I made Latisha feel devastated.,1
678,Latisha feels relieved.,3
3531,I made my girlfriend feel discouraged.,2
2945,I made my father feel sad.,1
3726,Darnell made me feel depressed.,1
2043,The situation makes Heather feel enraged.,0
53,Alphonse feels anxious.,2
2606,I made Adam feel depressed.,1
1899,The situation makes Shaniqua feel excited.,3
7216,Stephanie told us all about the recent hilarious events.,3
4272,Latisha made me feel scared.,2
5557,My husband found himself in an amazing situation.,3
8362,The conversation with Kristin was outrageous.,0
6555,Frank told us all about the recent funny events.,3
2249,The situation makes this girl feel disappointed.,1
670,Latisha feels terrified.,2
1301,The situation makes Torrance feel furious.,0
2662,I made Roger feel irritated.,0
2345,The situation makes my mother feel sad.,1
7533,The conversation with Leroy was shocking.,2
8179,The conversation with Tanisha was great.,3
4470,Melanie made me feel terrified.,2
7976,The conversation with my boyfriend was hilarious.,3
262,Roger feels irritated.,0
327,Justin feels devastated.,1
125,Darnell feels sad.,1
2265,The situation makes my sister feel sad.,1
2621,I made Harry feel furious.,0
7518,The conversation with Jerome was wonderful.,3
6631,Jack told us all about the recent threatening events.,2
5753,Jasmine found herself in a shocking situation.,2
7837,The conversation with Jack was amazing.,3
5200,Malik found himself in an irritating situation.,0
6802,My uncle told us all about the recent outrageous events.,0
2499,I made Leroy feel excited.,3
682,Shaniqua feels irritated.,0
6475,Harry told us all about the recent funny events.,3
4097,My son made me feel glad.,3
5108,Jerome found himself in a heartbreaking situation.,1
6964,Tanisha told us all about the recent displeasing events.,0
5609,My uncle found himself in a gloomy situation.,1
2438,I made Jamel feel relieved.,3
5324,Alan found himself in a displeasing situation.,0
5842,Amanda found herself in an outrageous situation.,0
756,Tia feels ecstatic.,3
8601,The conversation with my aunt was vexing.,0
1631,The situation makes this man feel discouraged.,2
8582,The conversation with my mother was outrageous.,0
5568,My boyfriend found himself in a heartbreaking situation.,1
94,Leroy feels fearful.,2
326,Justin feels depressed.,1
5405,Andrew found himself in a depressing situation.,1
1863,The situation makes Latisha feel enraged.,0
3532,I made my girlfriend feel scared.,2
8210,The conversation with Lakisha was horrible.,2
8467,The conversation with this woman was grim.,1
8344,The conversation with Betsy was displeasing.,0
370,Andrew feels terrified.,2
1400,The situation makes Adam feel angry.,0
6735,My son told us all about the recent funny events.,3
2188,The situation makes Ellen feel miserable.,1
2170,The situation makes Stephanie feel terrified.,2
6948,Jasmine told us all about the recent heartbreaking events.,1
7346,My wife told us all about the recent serious events.,1
2117,The situation makes Betsy feel glad.,3
7155,Betsy told us all about the recent funny events.,3
3044,I made Ebony feel annoyed.,0
3266,I made Melanie feel depressed.,1
1574,The situation makes Andrew feel fearful.,2
1688,The situation makes my son feel miserable.,1
7127,Katie told us all about the recent grim events.,1
7190,Nancy told us all about the recent horrible events.,2
2871,I made my brother feel discouraged.,2
7118,Melanie told us all about the recent wonderful events.,3
2379,The situation makes my aunt feel excited.,3
3680,Leroy made me feel angry.,0
4267,Latisha made me feel devastated.,1
1511,The situation makes Frank feel discouraged.,2
2273,The situation makes my sister feel anxious.,2
2337,The situation makes my girlfriend feel glad.,3
4300,Jasmine made me feel angry.,0
6956,Jasmine told us all about the recent hilarious events.,3
8445,The conversation with her was depressing.,1
286,Alan feels depressed.,1
37,Jamel feels glad.,3
8040,The conversation with Nichelle was irritating.,0
1268,The situation makes Jerome feel miserable.,1
2763,I made Andrew feel enraged.,0
6121,My daughter found herself in a vexing situation.,0
5687,Ebony found herself in a grim situation.,1
7655,The conversation with Adam was funny.,3
2094,The situation makes Katie feel fearful.,2
4037,This man made me feel glad.,3
2846,I made this boy feel depressed.,1
92,Leroy feels scared.,2
484,My son feels annoyed.,0
6113,My sister found herself in a shocking situation.,2
8542,The conversation with my wife was outrageous.,0
5193,Lamar found himself in a shocking situation.,2
7931,The conversation with my son was threatening.,2
1300,The situation makes Torrance feel angry.,0
8578,The conversation with my girlfriend was wonderful.,3
686,Shaniqua feels depressed.,1
5451,He found himself in a threatening situation.,2
722,Tanisha feels irritated.,0
5950,Betsy found herself in a horrible situation.,2
5864,Courtney found herself in a displeasing situation.,0
3564,I made my aunt feel annoyed.,0
4298,Shaniqua made me feel relieved.,3
736,Tanisha feels ecstatic.,3
7317,My sister told us all about the recent amazing events.,3
3034,I made Shereen feel fearful.,2
5671,Shereen found herself in a threatening situation.,2
2474,I made Jerome feel fearful.,2
4153,My father made me feel anxious.,2
6959,Jasmine told us all about the recent great events.,3
743,Tia feels enraged.,0
935,Kristin feels happy.,3
7729,The conversation with Alan was gloomy.,1
2885,I made my son feel sad.,1
5284,Josh found himself in a displeasing situation.,0
3166,I made Lakisha feel depressed.,1
3828,Harry made me feel miserable.,1
265,Roger feels sad.,1
64,Jerome feels annoyed.,0
5341,Frank found himself in a vexing situation.,0
1158,My mother feels relieved.,3
8041,The conversation with Nichelle was vexing.,0
4051,This boy made me feel discouraged.,2
7595,The conversation with Lamar was funny.,3
3712,Torrance made me feel scared.,2
2023,The situation makes Courtney feel enraged.,0
995,Ellen feels happy.,3
1990,The situation makes Latoya feel terrified.,2
8331,The conversation with Katie was threatening.,2
6079,This woman found herself in a great situation.,3
3647,Alphonse made me feel devastated.,1
7322,My daughter told us all about the recent outrageous events.,0
502,My husband feels irritated.,0
6508,Roger told us all about the recent heartbreaking events.,1
3194,I made Latoya feel fearful.,2
8039,The conversation with my dad was great.,3
4798,My mom made me feel relieved.,3
6607,Andrew told us all about the recent grim events.,1
8500,The conversation with my sister was irritating.,0
7164,Kristin told us all about the recent displeasing events.,0
6783,My father told us all about the recent annoying events.,0
6914,Latisha told us all about the recent dreadful events.,2
7318,My sister told us all about the recent wonderful events.,3
6253,Alonzo told us all about the recent shocking events.,2
7139,Katie told us all about the recent great events.,3
7203,Stephanie told us all about the recent annoying events.,0
4089,My son made me feel disappointed.,1
4570,Stephanie made me feel terrified.,2
3711,Torrance made me feel discouraged.,2
2297,The situation makes my daughter feel glad.,3
8404,The conversation with Stephanie was displeasing.,0
3283,I made Katie feel enraged.,0
3184,I made Latoya feel annoyed.,0
8146,The conversation with Jasmine was serious.,1
4506,Betsy made me feel depressed.,1
808,Amanda feels miserable.,1
3433,I made this woman feel anxious.,2
8418,The conversation with Stephanie was wonderful.,3
6358,Torrance told us all about the recent wonderful events.,3
6404,Malik told us all about the recent displeasing events.,0
5854,Amanda found herself in a dreadful situation.,2
6811,My uncle told us all about the recent threatening events.,2
1149,My mother feels disappointed.,1
5664,Shereen found herself in a displeasing situation.,0
1508,The situation makes Frank feel miserable.,1
4536,Kristin made me feel ecstatic.,3
1049,This girl feels disappointed.,1
8255,The conversation with Amanda was funny.,3
5179,Darnell found himself in a great situation.,3
5898,Heather found herself in a wonderful situation.,3
3505,I made my wife feel sad.,1
5259,Adam found himself in a great situation.,3
3544,I made my mother feel annoyed.,0
3807,Adam made me feel devastated.,1
8426,The conversation with Ellen was serious.,1
132,Darnell feels scared.,2
2455,I made Alphonse feel happy.,3
5504,My brother found himself in a displeasing situation.,0
4355,Tia made me feel happy.,3
4209,Nichelle made me feel disappointed.,1
7864,The conversation with this man was displeasing.,0
7506,The conversation with Jerome was serious.,1
4208,Nichelle made me feel miserable.,1
7891,The conversation with this boy was threatening.,2
1269,The situation makes Jerome feel disappointed.,1
3064,I made Latisha feel annoyed.,0
737,Tanisha feels glad.,3
7117,Melanie told us all about the recent amazing events.,3
7622,The conversation with Terrence was outrageous.,0
7876,The conversation with this man was hilarious.,3
2293,The situation makes my daughter feel anxious.,2
5043,Alonzo found himself in an annoying situation.,0
8421,The conversation with Ellen was vexing.,0
5735,Shaniqua found herself in a funny situation.,3
4549,Nancy made me feel disappointed.,1
3883,Alan made me feel enraged.,0
5916,Melanie found herself in a hilarious situation.,3
3119,I made Jasmine feel excited.,3
2298,The situation makes my daughter feel relieved.,3
2930,I made my boyfriend feel terrified.,2
3857,Josh made me feel glad.,3
7984,The conversation with my father was displeasing.,0
6830,My dad told us all about the recent horrible events.,2
1153,My mother feels anxious.,2
4041,This boy made me feel furious.,0
7250,She told us all about the recent horrible events.,2
29,Jamel feels disappointed.,1
5874,Courtney found herself in a dreadful situation.,2
1079,My sister feels excited.,3
5801,Lakisha found herself in a vexing situation.,0
2863,I made my brother feel enraged.,0
5595,My father found himself in a funny situation.,3
4017,He made me feel glad.,3
6359,Torrance told us all about the recent great events.,3
2323,The situation makes my girlfriend feel enraged.,0
4721,My girlfriend made me feel furious.,0
3839,Harry made me feel excited.,3
6772,My boyfriend told us all about the recent terrifying events.,2
6804,My uncle told us all about the recent displeasing events.,0
4762,My aunt made me feel irritated.,0
1348,The situation makes Lamar feel miserable.,1
1226,The situation makes Jamel feel depressed.,1
2114,The situation makes Betsy feel fearful.,2
5486,This boy found himself in a serious situation.,1
692,Shaniqua feels scared.,2
1835,The situation makes Shereen feel happy.,3
67,Jerome feels devastated.,1
8125,The conversation with Shaniqua was depressing.,1
3655,Alphonse made me feel happy.,3
1807,The situation makes Nichelle feel devastated.,1
7011,Lakisha told us all about the recent threatening events.,2
6551,Frank told us all about the recent threatening events.,2
7720,The conversation with Alan was irritating.,0
3412,I made her feel scared.,2
1321,The situation makes Darnell feel furious.,0
3905,Frank made me feel sad.,1
2490,I made Leroy feel terrified.,2
1661,The situation makes my brother feel furious.,0
7001,Lakisha told us all about the recent vexing events.,0
6954,Jasmine told us all about the recent dreadful events.,2
4005,He made me feel sad.,1
1826,The situation makes Shereen feel depressed.,1
7760,The conversation with Justin was irritating.,0
6385,Lamar told us all about the recent depressing events.,1
2082,The situation makes Katie feel irritated.,0
6163,My girlfriend found herself in an annoying situation.,0
5999,Nancy found herself in a great situation.,3
2813,I made him feel anxious.,2
2412,I made Alonzo feel scared.,2
7754,The conversation with Frank was dreadful.,2
7418,My aunt told us all about the recent wonderful events.,3
149,Lamar feels disappointed.,1
4054,This boy made me feel fearful.,2
7446,The conversation with Alonzo was serious.,1
7195,Nancy told us all about the recent funny events.,3
1009,She feels disappointed.,1
3967,Andrew made me feel devastated.,1
8044,The conversation with Nichelle was displeasing.,0
2529,I made Darnell feel disappointed.,1
4744,My mother made me feel annoyed.,0
241,Josh feels furious.,0
1042,This girl feels irritated.,0
2596,I made Terrence feel ecstatic.,3
1639,The situation makes this man feel excited.,3
778,Lakisha feels relieved.,3
1558,The situation makes Ryan feel relieved.,3
4069,My brother made me feel disappointed.,1
605,Nichelle feels sad.,1
4211,Nichelle made me feel discouraged.,2
2711,I made Frank feel discouraged.,2
1717,The situation makes my husband feel glad.,3
7188,Nancy told us all about the recent heartbreaking events.,1
237,Harry feels glad.,3
3210,I made Amanda feel terrified.,2
1884,The situation makes Shaniqua feel annoyed.,0
3513,I made my wife feel anxious.,2
2847,I made this boy feel devastated.,1
1971,The situation makes Lakisha feel discouraged.,2
1470,The situation makes Roger feel terrified.,2
4336,Tanisha made me feel ecstatic.,3
5395,Ryan found himself in a funny situation.,3
7592,The conversation with Lamar was terrifying.,2
1318,The situation makes Torrance feel relieved.,3
1303,The situation makes Torrance feel enraged.,0
1679,The situation makes my brother feel excited.,3
1218,The situation makes Alonzo feel relieved.,3
3962,Andrew made me feel irritated.,0
6836,My dad told us all about the recent hilarious events.,3
1489,The situation makes Alan feel disappointed.,1
3429,I made this woman feel disappointed.,1
5,Alonzo feels sad.,1
8627,The conversation with my mom was grim.,1
6675,This man told us all about the recent funny events.,3
4379,Lakisha made me feel excited.,3
2887,I made my son feel devastated.,1
4517,Betsy made me feel glad.,3
4141,My father made me feel furious.,0
6411,Malik told us all about the recent threatening events.,2
8611,The conversation with my aunt was threatening.,2
460,My brother feels angry.,0
1666,The situation makes my brother feel depressed.,1
7295,This girl told us all about the recent funny events.,3
7187,Nancy told us all about the recent grim events.,1
2549,I made Lamar feel disappointed.,1
8412,The conversation with Stephanie was terrifying.,2
4354,Tia made me feel fearful.,2
3048,I made Ebony feel miserable.,1
245,Josh feels sad.,1
156,Lamar feels ecstatic.,3
13,Alonzo feels anxious.,2
554,My father feels fearful.,2
7859,The conversation with him was great.,3
249,Josh feels disappointed.,1
5517,My brother found himself in an amazing situation.,3
7556,The conversation with Torrance was hilarious.,3
1319,The situation makes Torrance feel excited.,3
2472,I made Jerome feel scared.,2
447,This boy feels devastated.,1
5127,Leroy found himself in a grim situation.,1
8507,The conversation with my sister was grim.,1
1797,The situation makes my dad feel glad.,3
6760,My boyfriend told us all about the recent irritating events.,0
8609,The conversation with my aunt was gloomy.,1
6764,My boyfriend told us all about the recent displeasing events.,0
4308,Jasmine made me feel miserable.,1
7671,The conversation with Harry was threatening.,2
3980,Jack made me feel angry.,0
315,Frank feels happy.,3
1180,My mom feels angry.,0
5926,Katie found herself in a serious situation.,1
3483,I made my daughter feel enraged.,0
3796,Terrence made me feel ecstatic.,3
2264,The situation makes my sister feel annoyed.,0
5181,Lamar found himself in a vexing situation.,0
7214,Stephanie told us all about the recent dreadful events.,2
1620,The situation makes this man feel angry.,0
6665,This man told us all about the recent depressing events.,1
4786,My mom made me feel depressed.,1
7969,The conversation with my boyfriend was gloomy.,1
4190,My dad made me feel terrified.,2
3472,I made my sister feel scared.,2
7024,Latoya told us all about the recent displeasing events.,0
3215,I made Amanda feel happy.,3
2422,I made Jamel feel irritated.,0
3378,I made Stephanie feel relieved.,3
5919,Melanie found herself in a great situation.,3
3088,I made Shaniqua feel miserable.,1
323,Justin feels enraged.,0
8092,The conversation with Ebony was terrifying.,2
194,Terrence feels fearful.,2
73,Jerome feels anxious.,2
8493,The conversation with this girl was shocking.,2
450,This boy feels terrified.,2
3979,Andrew made me feel excited.,3
4375,Lakisha made me feel happy.,3
5583,My father found himself in an annoying situation.,0
2437,I made Jamel feel glad.,3
7656,The conversation with Adam was hilarious.,3
5800,Lakisha found herself in an irritating situation.,0
7417,My aunt told us all about the recent amazing events.,3
2886,I made my son feel depressed.,1
4273,Latisha made me feel anxious.,2
1518,The situation makes Frank feel relieved.,3
2616,I made Adam feel ecstatic.,3
8218,The conversation with Lakisha was wonderful.,3
6215,My aunt found herself in a funny situation.,3
5416,Andrew found himself in a hilarious situation.,3
4409,Amanda made me feel disappointed.,1
3452,I made this girl feel scared.,2
464,My brother feels annoyed.,0
2678,I made Roger feel relieved.,3
771,Lakisha feels discouraged.,2
729,Tanisha feels disappointed.,1
3485,I made my daughter feel sad.,1
7734,The conversation with Alan was dreadful.,2
1117,My wife feels glad.,3
5124,Leroy found himself in a displeasing situation.,0
5097,Alphonse found himself in an amazing situation.,3
3926,Justin made me feel depressed.,1
8173,The conversation with Tanisha was shocking.,2
4276,Latisha made me feel ecstatic.,3
7059,Amanda told us all about the recent great events.,3
3567,I made my aunt feel devastated.,1
7925,The conversation with my son was depressing.,1
5447,He found himself in a grim situation.,1
2760,I made Andrew feel angry.,0
7611,The conversation with Malik was threatening.,2
5796,Tia found herself in a hilarious situation.,3
5045,Alonzo found himself in a depressing situation.,1
1279,The situation makes Jerome feel excited.,3
6044,She found herself in a displeasing situation.,0
2597,I made Terrence feel glad.,3
5662,Shereen found herself in an outrageous situation.,0
3924,Justin made me feel annoyed.,0
5974,Kristin found herself in a dreadful situation.,2
6809,My uncle told us all about the recent gloomy events.,1
307,Frank feels devastated.,1
7841,The conversation with him was vexing.,0
1155,My mother feels happy.,3
4631,This woman made me feel discouraged.,2
142,Lamar feels irritated.,0
1727,The situation makes my boyfriend feel devastated.,1
10,Alonzo feels terrified.,2
6080,This girl found herself in an irritating situation.,0
2103,The situation makes Betsy feel enraged.,0
260,Roger feels angry.,0
7738,The conversation with Alan was wonderful.,3
8630,The conversation with my mom was horrible.,2
6502,Roger told us all about the recent outrageous events.,0
1906,The situation makes Jasmine feel depressed.,1
1273,The situation makes Jerome feel anxious.,2
7105,Melanie told us all about the recent depressing events.,1
807,Amanda feels devastated.,1
8319,The conversation with Melanie was great.,3
6241,Alonzo told us all about the recent vexing events.,0
5072,Jamel found himself in a terrifying situation.,2
3504,I made my wife feel annoyed.,0
1943,The situation makes Tia feel enraged.,0
7157,Betsy told us all about the recent amazing events.,3
58,Alphonse feels relieved.,3
1523,The situation makes Justin feel enraged.,0
5205,Malik found himself in a depressing situation.,1
230,Harry feels terrified.,2
3051,I made Ebony feel discouraged.,2
2005,The situation makes Amanda feel sad.,1
6362,Darnell told us all about the recent outrageous events.,0
3029,I made Shereen feel disappointed.,1
4105,My husband made me feel sad.,1
4019,He made me feel excited.,3
3116,I made Jasmine feel ecstatic.,3
5954,Betsy found herself in a dreadful situation.,2
986,Ellen feels depressed.,1
1298,The situation makes Leroy feel relieved.,3
7748,The conversation with Frank was heartbreaking.,1
6815,My uncle told us all about the recent funny events.,3
4455,Heather made me feel happy.,3
3475,I made my sister feel happy.,3
1371,The situation makes Malik feel discouraged.,2
6997,Tia told us all about the recent amazing events.,3
7291,This girl told us all about the recent threatening events.,2
87,Leroy feels devastated.,1
3692,Leroy made me feel scared.,2
1457,The situation makes Josh feel glad.,3
8475,The conversation with this woman was funny.,3
1811,The situation makes Nichelle feel discouraged.,2
6796,My father told us all about the recent hilarious events.,3
7920,The conversation with my son was irritating.,0
3637,Jamel made me feel glad.,3
6312,Jerome told us all about the recent terrifying events.,2
7336,My daughter told us all about the recent hilarious events.,3
3624,Jamel made me feel annoyed.,0
122,Darnell feels irritated.,0
1050,This girl feels terrified.,2
5825,Latoya found herself in a depressing situation.,1
7403,My aunt told us all about the recent annoying events.,0
601,Nichelle feels furious.,0
5927,Katie found herself in a grim situation.,1
6552,Frank told us all about the recent terrifying events.,2
6339,Leroy told us all about the recent great events.,3
1403,The situation makes Adam feel enraged.,0
2348,The situation makes my mother feel miserable.,1
7399,My mother told us all about the recent great events.,3
7161,Kristin told us all about the recent vexing events.,0
8022,The conversation with my dad was outrageous.,0
1031,This woman feels discouraged.,2
3762,Malik made me feel irritated.,0
7450,The conversation with Alonzo was horrible.,2
2755,I made Ryan feel happy.,3
1888,The situation makes Shaniqua feel miserable.,1
3451,I made this girl feel discouraged.,2
7814,The conversation with Andrew was dreadful.,2
7534,The conversation with Leroy was dreadful.,2
1051,This girl feels discouraged.,2
1241,The situation makes Alphonse feel furious.,0
579,My uncle feels excited.,3
7966,The conversation with my boyfriend was serious.,1
215,Adam feels happy.,3
3453,I made this girl feel anxious.,2
3902,Frank made me feel irritated.,0
6617,Andrew told us all about the recent amazing events.,3
5384,Ryan found himself in a displeasing situation.,0
5962,Kristin found herself in an outrageous situation.,0
3633,Jamel made me feel anxious.,2
8548,The conversation with my wife was heartbreaking.,1
8620,The conversation with my mom was irritating.,0
5252,Adam found himself in a terrifying situation.,2
2423,I made Jamel feel enraged.,0
7881,The conversation with this boy was vexing.,0
2060,The situation makes Melanie feel angry.,0
7884,The conversation with this boy was displeasing.,0
2649,I made Josh feel disappointed.,1
5160,Darnell found himself in an irritating situation.,0
3947,Ryan made me feel devastated.,1
8399,The conversation with Nancy was great.,3
1315,The situation makes Torrance feel happy.,3
6160,My girlfriend found herself in an irritating situation.,0
3228,I made Courtney feel miserable.,1
5626,My dad found himself in a serious situation.,1
3547,I made my mother feel devastated.,1
5816,Lakisha found herself in a hilarious situation.,3
1423,The situation makes Harry feel enraged.,0
4044,This boy made me feel annoyed.,0
3743,Lamar made me feel enraged.,0
6382,Lamar told us all about the recent outrageous events.,0
6367,Darnell told us all about the recent grim events.,1
6291,Alphonse told us all about the recent threatening events.,2
7377,My girlfriend told us all about the recent amazing events.,3
1878,The situation makes Latisha feel relieved.,3
3321,I made Kristin feel furious.,0
7567,The conversation with Darnell was grim.,1
4450,Heather made me feel terrified.,2
2820,I made this man feel angry.,0
