,Sentence2,Emotion
7118,Justin told us all about the recent wonderful events.,3
2379,The situation makes my uncle feel excited.,3
3680,Shaniqua made me feel angry.,0
4267,Jamel made me feel devastated.,1
1511,The situation makes Ellen feel discouraged.,2
2273,The situation makes my brother feel anxious.,2
2337,The situation makes my boyfriend feel glad.,3
4300,Alphonse made me feel angry.,0
6956,Alphonse told us all about the recent hilarious events.,3
8445,The conversation with his was depressing.,1
286,Betsy feels depressed.,1
37,Latisha feels glad.,3
8040,The conversation with Lamar was irritating.,0
1268,The situation makes Latoya feel miserable.,1
2763,I made Courtney feel enraged.,0
6121,my son found himself in a vexing situation.,0
5687,Alonzo found himself in a grim situation.,1
7655,The conversation with Amanda was funny.,3
2094,The situation makes Jack feel fearful.,2
4037,this woman made me feel glad.,3
2846,I made this girl feel depressed.,1
92,Shaniqua feels scared.,2
484,my daughter feels annoyed.,0
6113,my brother found himself in a shocking situation.,2
8542,The conversation with my husband was outrageous.,0
5193,Nichelle found herself in a shocking situation.,2
7931,The conversation with my daughter was threatening.,2
1300,The situation makes Tia feel angry.,0
8578,The conversation with my boyfriend was wonderful.,3
686,Leroy feels depressed.,1
5451,she found herself in a threatening situation.,2
722,Terrence feels irritated.,0
5950,Alan found himself in a horrible situation.,2
5864,Andrew found himself in a displeasing situation.,0
3564,I made my uncle feel annoyed.,0
4298,Leroy made me feel relieved.,3
736,Terrence feels ecstatic.,3
7317,my brother told us all about the recent amazing events.,3
3034,I made Malik feel fearful.,2
5671,Malik found himself in a threatening situation.,2
2474,I made Latoya feel fearful.,2
4153,my mother made me feel anxious.,2
6959,Alphonse told us all about the recent great events.,3
743,Torrance feels enraged.,0
935,Josh feels happy.,3
7729,The conversation with Betsy was gloomy.,1
2885,I made my daughter feel sad.,1
5284,Kristin found herself in a displeasing situation.,0
3166,I made Darnell feel depressed.,1
3828,Heather made me feel miserable.,1
265,Nancy feels sad.,1
64,Latoya feels annoyed.,0
5341,Ellen found herself in a vexing situation.,0
1158,my father feels relieved.,3
8041,The conversation with Lamar was vexing.,0
4051,this girl made me feel discouraged.,2
7595,The conversation with Nichelle was funny.,3
3712,Tia made me feel scared.,2
2023,The situation makes Andrew feel enraged.,0
995,Frank feels happy.,3
1990,The situation makes Jerome feel terrified.,2
8331,The conversation with Jack was threatening.,2
6079,this man found himself in a great situation.,3
3647,Jasmine made me feel devastated.,1
7322,my son told us all about the recent outrageous events.,0
502,my wife feels irritated.,0
6508,Nancy told us all about the recent heartbreaking events.,1
3194,I made Jerome feel fearful.,2
8039,The conversation with my mom was great.,3
4798,my dad made me feel relieved.,3
6607,Courtney told us all about the recent grim events.,1
8500,The conversation with my brother was irritating.,0
7164,Josh told us all about the recent displeasing events.,0
6783,my mother told us all about the recent annoying events.,0
6914,Jamel told us all about the recent dreadful events.,2
7318,my brother told us all about the recent wonderful events.,3
6253,Ebony told us all about the recent shocking events.,2
7139,Jack told us all about the recent great events.,3
7203,Ryan told us all about the recent annoying events.,0
4089,my daughter made me feel disappointed.,1
4570,Ryan made me feel terrified.,2
3711,Tia made me feel discouraged.,2
2297,The situation makes my son feel glad.,3
8404,The conversation with Ryan was displeasing.,0
3283,I made Jack feel enraged.,0
3184,I made Jerome feel annoyed.,0
8146,The conversation with Alphonse was serious.,1
4506,Alan made me feel depressed.,1
808,Adam feels miserable.,1
3433,I made this man feel anxious.,2
8418,The conversation with Ryan was wonderful.,3
6358,Tia told us all about the recent wonderful events.,3
6404,Shereen told us all about the recent displeasing events.,0
5854,Adam found himself in a dreadful situation.,2
6811,my aunt told us all about the recent threatening events.,2
1149,my father feels disappointed.,1
5664,Malik found himself in a displeasing situation.,0
1508,The situation makes Ellen feel miserable.,1
4536,Josh made me feel ecstatic.,3
1049,this boy feels disappointed.,1
8255,The conversation with Adam was funny.,3
5179,Lakisha found herself in a great situation.,3
5898,Harry found himself in a wonderful situation.,3
3505,I made my husband feel sad.,1
5259,Amanda found herself in a great situation.,3
3544,I made my father feel annoyed.,0
3807,Amanda made me feel devastated.,1
8426,The conversation with Frank was serious.,1
132,Lakisha feels scared.,2
2455,I made Jasmine feel happy.,3
5504,my sister found herself in a displeasing situation.,0
4355,Torrance made me feel happy.,3
4209,Lamar made me feel disappointed.,1
7864,The conversation with this woman was displeasing.,0
7506,The conversation with Latoya was serious.,1
4208,Lamar made me feel miserable.,1
7891,The conversation with this girl was threatening.,2
1269,The situation makes Latoya feel disappointed.,1
3064,I made Jamel feel annoyed.,0
737,Terrence feels glad.,3
7117,Justin told us all about the recent amazing events.,3
7622,The conversation with Tanisha was outrageous.,0
7876,The conversation with this woman was hilarious.,3
2293,The situation makes my son feel anxious.,2
5043,Ebony found herself in a annoying situation.,0
8421,The conversation with Frank was vexing.,0
5735,Leroy found himself in a funny situation.,3
4549,Roger made me feel disappointed.,1
3883,Betsy made me feel enraged.,0
5916,Justin found himself in a hilarious situation.,3
3119,I made Alphonse feel excited.,3
2298,The situation makes my son feel relieved.,3
2930,I made my girlfriend feel terrified.,2
3857,Kristin made me feel glad.,3
7984,The conversation with my mother was displeasing.,0
6830,my mom told us all about the recent horrible events.,2
1153,my father feels anxious.,2
4041,this girl made me feel furious.,0
7250,he told us all about the recent horrible events.,2
29,Latisha feels disappointed.,1
5874,Andrew found himself in a dreadful situation.,2
1079,my brother feels excited.,3
5801,Darnell found himself in a vexing situation.,0
2863,I made my sister feel enraged.,0
5595,my mother found herself in a funny situation.,3
4017,she made me feel glad.,3
6359,Tia told us all about the recent great events.,3
2323,The situation makes my boyfriend feel enraged.,0
4721,my boyfriend made me feel furious.,0
3839,Heather made me feel excited.,3
6772,my girlfriend told us all about the recent terrifying events.,2
6804,my aunt told us all about the recent displeasing events.,0
4762,my uncle made me feel irritated.,0
1348,The situation makes Nichelle feel miserable.,1
1226,The situation makes Latisha feel depressed.,1
2114,The situation makes Alan feel fearful.,2
5486,this girl found herself in a serious situation.,1
692,Leroy feels scared.,2
1835,The situation makes Malik feel happy.,3
67,Latoya feels devastated.,1
8125,The conversation with Leroy was depressing.,1
3655,Jasmine made me feel happy.,3
1807,The situation makes Lamar feel devastated.,1
7011,Darnell told us all about the recent threatening events.,2
6551,Ellen told us all about the recent threatening events.,2
7720,The conversation with Betsy was irritating.,0
3412,I made his feel scared.,2
1321,The situation makes Lakisha feel furious.,0
3905,Ellen made me feel sad.,1
2490,I made Shaniqua feel terrified.,2
1661,The situation makes my sister feel furious.,0
7001,Darnell told us all about the recent vexing events.,0
6954,Alphonse told us all about the recent dreadful events.,2
4005,she made me feel sad.,1
1826,The situation makes Malik feel depressed.,1
7760,The conversation with Melanie was irritating.,0
6385,Nichelle told us all about the recent depressing events.,1
2082,The situation makes Jack feel irritated.,0
6163,my boyfriend found himself in a annoying situation.,0
5999,Roger found himself in a great situation.,3
2813,I made her feel anxious.,2
2412,I made Ebony feel scared.,2
7754,The conversation with Ellen was dreadful.,2
7418,my uncle told us all about the recent wonderful events.,3
149,Nichelle feels disappointed.,1
4054,this girl made me feel fearful.,2
7446,The conversation with Ebony was serious.,1
7195,Roger told us all about the recent funny events.,3
1009,he feels disappointed.,1
3967,Courtney made me feel devastated.,1
8044,The conversation with Lamar was displeasing.,0
2529,I made Lakisha feel disappointed.,1
4744,my father made me feel annoyed.,0
241,Kristin feels furious.,0
1042,this boy feels irritated.,0
2596,I made Tanisha feel ecstatic.,3
1639,The situation makes this woman feel excited.,3
778,Darnell feels relieved.,3
1558,The situation makes Stephanie feel relieved.,3
4069,my sister made me feel disappointed.,1
605,Lamar feels sad.,1
4211,Lamar made me feel discouraged.,2
2711,I made Ellen feel discouraged.,2
1717,The situation makes my wife feel glad.,3
7188,Roger told us all about the recent heartbreaking events.,1
237,Heather feels glad.,3
3210,I made Adam feel terrified.,2
1884,The situation makes Leroy feel annoyed.,0
3513,I made my husband feel anxious.,2
2847,I made this girl feel devastated.,1
1971,The situation makes Darnell feel discouraged.,2
1470,The situation makes Nancy feel terrified.,2
4336,Terrence made me feel ecstatic.,3
5395,Stephanie found herself in a funny situation.,3
7592,The conversation with Nichelle was terrifying.,2
1318,The situation makes Tia feel relieved.,3
1303,The situation makes Tia feel enraged.,0
1679,The situation makes my sister feel excited.,3
1218,The situation makes Ebony feel relieved.,3
3962,Courtney made me feel irritated.,0
6836,my mom told us all about the recent hilarious events.,3
1489,The situation makes Betsy feel disappointed.,1
3429,I made this man feel disappointed.,1
5,Ebony feels sad.,1
8627,The conversation with my dad was grim.,1
6675,this woman told us all about the recent funny events.,3
4379,Darnell made me feel excited.,3
2887,I made my daughter feel devastated.,1
4517,Alan made me feel glad.,3
4141,my mother made me feel furious.,0
6411,Shereen told us all about the recent threatening events.,2
8611,The conversation with my uncle was threatening.,2
460,my sister feels angry.,0
1666,The situation makes my sister feel depressed.,1
7295,this boy told us all about the recent funny events.,3
7187,Roger told us all about the recent grim events.,1
2549,I made Nichelle feel disappointed.,1
8412,The conversation with Ryan was terrifying.,2
4354,Torrance made me feel fearful.,2
3048,I made Alonzo feel miserable.,1
245,Kristin feels sad.,1
156,Nichelle feels ecstatic.,3
13,Ebony feels anxious.,2
554,my mother feels fearful.,2
7859,The conversation with her was great.,3
249,Kristin feels disappointed.,1
5517,my sister found herself in a amazing situation.,3
7556,The conversation with Tia was hilarious.,3
1319,The situation makes Tia feel excited.,3
2472,I made Latoya feel scared.,2
447,this girl feels devastated.,1
5127,Shaniqua found herself in a grim situation.,1
8507,The conversation with my brother was grim.,1
1797,The situation makes my mom feel glad.,3
6760,my girlfriend told us all about the recent irritating events.,0
8609,The conversation with my uncle was gloomy.,1
6764,my girlfriend told us all about the recent displeasing events.,0
4308,Alphonse made me feel miserable.,1
7671,The conversation with Heather was threatening.,2
3980,Katie made me feel angry.,0
315,Ellen feels happy.,3
1180,my dad feels angry.,0
5926,Jack found himself in a serious situation.,1
3483,I made my son feel enraged.,0
3796,Tanisha made me feel ecstatic.,3
2264,The situation makes my brother feel annoyed.,0
5181,Nichelle found herself in a vexing situation.,0
7214,Ryan told us all about the recent dreadful events.,2
1620,The situation makes this woman feel angry.,0
6665,this woman told us all about the recent depressing events.,1
4786,my dad made me feel depressed.,1
7969,The conversation with my girlfriend was gloomy.,1
4190,my mom made me feel terrified.,2
3472,I made my brother feel scared.,2
7024,Jerome told us all about the recent displeasing events.,0
3215,I made Adam feel happy.,3
2422,I made Latisha feel irritated.,0
3378,I made Ryan feel relieved.,3
5919,Justin found himself in a great situation.,3
3088,I made Leroy feel miserable.,1
323,Melanie feels enraged.,0
8092,The conversation with Alonzo was terrifying.,2
194,Tanisha feels fearful.,2
73,Latoya feels anxious.,2
8493,The conversation with this boy was shocking.,2
450,this girl feels terrified.,2
3979,Courtney made me feel excited.,3
4375,Darnell made me feel happy.,3
5583,my mother found herself in a annoying situation.,0
2437,I made Latisha feel glad.,3
7656,The conversation with Amanda was hilarious.,3
5800,Darnell found himself in a irritating situation.,0
7417,my uncle told us all about the recent amazing events.,3
2886,I made my daughter feel depressed.,1
4273,Jamel made me feel anxious.,2
1518,The situation makes Ellen feel relieved.,3
2616,I made Amanda feel ecstatic.,3
8218,The conversation with Darnell was wonderful.,3
6215,my uncle found himself in a funny situation.,3
5416,Courtney found herself in a hilarious situation.,3
4409,Adam made me feel disappointed.,1
3452,I made this boy feel scared.,2
464,my sister feels annoyed.,0
2678,I made Nancy feel relieved.,3
771,Darnell feels discouraged.,2
729,Terrence feels disappointed.,1
3485,I made my son feel sad.,1
7734,The conversation with Betsy was dreadful.,2
1117,my husband feels glad.,3
5124,Shaniqua found herself in a displeasing situation.,0
5097,Jasmine found herself in a amazing situation.,3
3926,Melanie made me feel depressed.,1
8173,The conversation with Terrence was shocking.,2
4276,Jamel made me feel ecstatic.,3
7059,Adam told us all about the recent great events.,3
3567,I made my uncle feel devastated.,1
7925,The conversation with my daughter was depressing.,1
5447,she found herself in a grim situation.,1
2760,I made Courtney feel angry.,0
7611,The conversation with Shereen was threatening.,2
5796,Torrance found himself in a hilarious situation.,3
5045,Ebony found herself in a depressing situation.,1
1279,The situation makes Latoya feel excited.,3
6044,he found himself in a displeasing situation.,0
2597,I made Tanisha feel glad.,3
5662,Malik found himself in a outrageous situation.,0
3924,Melanie made me feel annoyed.,0
5974,Josh found himself in a dreadful situation.,2
6809,my aunt told us all about the recent gloomy events.,1
307,Ellen feels devastated.,1
7841,The conversation with her was vexing.,0
1155,my father feels happy.,3
4631,this man made me feel discouraged.,2
142,Nichelle feels irritated.,0
1727,The situation makes my girlfriend feel devastated.,1
10,Ebony feels terrified.,2
6080,this boy found himself in a irritating situation.,0
2103,The situation makes Alan feel enraged.,0
260,Nancy feels angry.,0
7738,The conversation with Betsy was wonderful.,3
8630,The conversation with my dad was horrible.,2
6502,Nancy told us all about the recent outrageous events.,0
1906,The situation makes Alphonse feel depressed.,1
1273,The situation makes Latoya feel anxious.,2
7105,Justin told us all about the recent depressing events.,1
807,Adam feels devastated.,1
8319,The conversation with Justin was great.,3
6241,Ebony told us all about the recent vexing events.,0
5072,Latisha found herself in a terrifying situation.,2
3504,I made my husband feel annoyed.,0
1943,The situation makes Torrance feel enraged.,0
7157,Alan told us all about the recent amazing events.,3
58,Jasmine feels relieved.,3
1523,The situation makes Melanie feel enraged.,0
5205,Shereen found herself in a depressing situation.,1
230,Heather feels terrified.,2
3051,I made Alonzo feel discouraged.,2
2005,The situation makes Adam feel sad.,1
6362,Lakisha told us all about the recent outrageous events.,0
3029,I made Malik feel disappointed.,1
4105,my wife made me feel sad.,1
4019,she made me feel excited.,3
3116,I made Alphonse feel ecstatic.,3
5954,Alan found himself in a dreadful situation.,2
986,Frank feels depressed.,1
1298,The situation makes Shaniqua feel relieved.,3
7748,The conversation with Ellen was heartbreaking.,1
6815,my aunt told us all about the recent funny events.,3
4455,Harry made me feel happy.,3
3475,I made my brother feel happy.,3
1371,The situation makes Shereen feel discouraged.,2
6997,Torrance told us all about the recent amazing events.,3
7291,this boy told us all about the recent threatening events.,2
87,Shaniqua feels devastated.,1
3692,Shaniqua made me feel scared.,2
1457,The situation makes Kristin feel glad.,3
8475,The conversation with this man was funny.,3
1811,The situation makes Lamar feel discouraged.,2
6796,my mother told us all about the recent hilarious events.,3
7920,The conversation with my daughter was irritating.,0
3637,Latisha made me feel glad.,3
6312,Latoya told us all about the recent terrifying events.,2
7336,my son told us all about the recent hilarious events.,3
3624,Latisha made me feel annoyed.,0
122,Lakisha feels irritated.,0
1050,this boy feels terrified.,2
5825,Jerome found himself in a depressing situation.,1
7403,my uncle told us all about the recent annoying events.,0
601,Lamar feels furious.,0
5927,Jack found himself in a grim situation.,1
6552,Ellen told us all about the recent terrifying events.,2
6339,Shaniqua told us all about the recent great events.,3
1403,The situation makes Amanda feel enraged.,0
2348,The situation makes my father feel miserable.,1
7399,my father told us all about the recent great events.,3
7161,Josh told us all about the recent vexing events.,0
8022,The conversation with my mom was outrageous.,0
1031,this man feels discouraged.,2
3762,Shereen made me feel irritated.,0
7450,The conversation with Ebony was horrible.,2
2755,I made Stephanie feel happy.,3
1888,The situation makes Leroy feel miserable.,1
3451,I made this boy feel discouraged.,2
7814,The conversation with Courtney was dreadful.,2
7534,The conversation with Shaniqua was dreadful.,2
1051,this boy feels discouraged.,2
1241,The situation makes Jasmine feel furious.,0
579,my aunt feels excited.,3
7966,The conversation with my girlfriend was serious.,1
215,Amanda feels happy.,3
3453,I made this boy feel anxious.,2
3902,Ellen made me feel irritated.,0
6617,Courtney told us all about the recent amazing events.,3
5384,Stephanie found herself in a displeasing situation.,0
5962,Josh found himself in a outrageous situation.,0
3633,Latisha made me feel anxious.,2
8548,The conversation with my husband was heartbreaking.,1
8620,The conversation with my dad was irritating.,0
5252,Amanda found herself in a terrifying situation.,2
2423,I made Latisha feel enraged.,0
7881,The conversation with this girl was vexing.,0
2060,The situation makes Justin feel angry.,0
7884,The conversation with this girl was displeasing.,0
2649,I made Kristin feel disappointed.,1
5160,Lakisha found herself in a irritating situation.,0
3947,Stephanie made me feel devastated.,1
8399,The conversation with Roger was great.,3
1315,The situation makes Tia feel happy.,3
6160,my boyfriend found himself in a irritating situation.,0
3228,I made Andrew feel miserable.,1
5626,my mom found herself in a serious situation.,1
3547,I made my father feel devastated.,1
5816,Darnell found himself in a hilarious situation.,3
1423,The situation makes Heather feel enraged.,0
4044,this girl made me feel annoyed.,0
3743,Nichelle made me feel enraged.,0
6382,Nichelle told us all about the recent outrageous events.,0
6367,Lakisha told us all about the recent grim events.,1
6291,Jasmine told us all about the recent threatening events.,2
7377,my boyfriend told us all about the recent amazing events.,3
1878,The situation makes Jamel feel relieved.,3
3321,I made Josh feel furious.,0
7567,The conversation with Lakisha was grim.,1
4450,Harry made me feel terrified.,2
2820,I made this woman feel angry.,0
4503,Alan made me feel enraged.,0
5948,Alan found himself in a heartbreaking situation.,1
2138,The situation makes Josh feel relieved.,3
6388,Nichelle told us all about the recent heartbreaking events.,1
7633,The conversation with Tanisha was shocking.,2
1048,this boy feels miserable.,1
6074,this man found himself in a dreadful situation.,2
3218,I made Adam feel relieved.,3
3251,I made Harry feel discouraged.,2
4476,Justin made me feel ecstatic.,3
4704,my husband made me feel annoyed.,0
6984,Torrance told us all about the recent displeasing events.,0
7021,Jerome told us all about the recent vexing events.,0
1831,The situation makes Malik feel discouraged.,2
1230,The situation makes Latisha feel terrified.,2
7286,this boy told us all about the recent serious events.,1
3756,Nichelle made me feel ecstatic.,3
744,Torrance feels annoyed.,0
2822,I made this woman feel irritated.,0
5156,Tia found herself in a hilarious situation.,3
314,Ellen feels fearful.,2
7466,The conversation with Latisha was serious.,1
6322,Shaniqua told us all about the recent outrageous events.,0
1819,The situation makes Lamar feel excited.,3
2933,I made my girlfriend feel anxious.,2
3921,Melanie made me feel furious.,0
4261,Jamel made me feel furious.,0
1595,The situation makes Katie feel happy.,3
4582,Frank made me feel irritated.,0
98,Shaniqua feels relieved.,3
5194,Nichelle found herself in a dreadful situation.,2
6157,my husband found himself in a amazing situation.,3
7198,Roger told us all about the recent wonderful events.,3
1001,he feels furious.,0
183,Tanisha feels enraged.,0
7625,The conversation with Tanisha was depressing.,1
8324,The conversation with Jack was displeasing.,0
4725,my boyfriend made me feel sad.,1
7722,The conversation with Betsy was outrageous.,0
3093,I made Leroy feel anxious.,2
430,this woman feels terrified.,2
5843,Adam found himself in a annoying situation.,0
4285,Leroy made me feel sad.,1
5868,Andrew found himself in a heartbreaking situation.,1
6601,Courtney told us all about the recent vexing events.,0
3419,I made his feel excited.,3
2347,The situation makes my father feel devastated.,1
7540,The conversation with Tia was irritating.,0
3457,I made this boy feel glad.,3
5380,Stephanie found herself in a irritating situation.,0
7915,The conversation with my sister was funny.,3
3543,I made my father feel enraged.,0
5860,Andrew found himself in a irritating situation.,0
5051,Ebony found herself in a threatening situation.,2
2140,The situation makes Roger feel angry.,0
3628,Latisha made me feel miserable.,1
1189,my dad feels disappointed.,1
3609,Ebony made me feel disappointed.,1
136,Lakisha feels ecstatic.,3
8480,The conversation with this boy was irritating.,0
1469,The situation makes Nancy feel disappointed.,1
5128,Shaniqua found herself in a heartbreaking situation.,1
8429,The conversation with Frank was gloomy.,1
6482,Kristin told us all about the recent outrageous events.,0
5614,my aunt found herself in a dreadful situation.,2
4636,this man made me feel ecstatic.,3
982,Frank feels irritated.,0
7490,The conversation with Jasmine was horrible.,2
2624,I made Heather feel annoyed.,0
4672,my brother made me feel scared.,2
2397,The situation makes my dad feel glad.,3
7799,The conversation with Stephanie was great.,3
3502,I made my husband feel irritated.,0
3625,Latisha made me feel sad.,1
4795,my dad made me feel happy.,3
645,Alonzo feels sad.,1
4627,this man made me feel devastated.,1
1642,The situation makes this girl feel irritated.,0
3588,I made my dad feel miserable.,1
6642,she told us all about the recent outrageous events.,0
3800,Amanda made me feel angry.,0
2589,I made Tanisha feel disappointed.,1
1214,The situation makes Ebony feel fearful.,2
6624,Katie told us all about the recent displeasing events.,0
4248,Alonzo made me feel miserable.,1
1243,The situation makes Jasmine feel enraged.,0
7549,The conversation with Tia was gloomy.,1
4545,Roger made me feel sad.,1
7696,The conversation with Kristin was hilarious.,3
3849,Kristin made me feel disappointed.,1
3607,Ebony made me feel devastated.,1
4111,my wife made me feel discouraged.,2
1032,this man feels scared.,2
2983,I made my mom feel enraged.,0
6847,Lamar told us all about the recent grim events.,1
3398,I made Frank feel relieved.,3
3843,Kristin made me feel enraged.,0
5993,Roger found himself in a shocking situation.,2
2017,The situation makes Adam feel glad.,3
7339,my son told us all about the recent great events.,3
770,Darnell feels terrified.,2
1785,The situation makes my mom feel sad.,1
5448,she found herself in a heartbreaking situation.,1
7116,Justin told us all about the recent hilarious events.,3
1443,The situation makes Kristin feel enraged.,0
519,my wife feels excited.,3
6245,Ebony told us all about the recent depressing events.,1
1465,The situation makes Nancy feel sad.,1
7863,The conversation with this woman was annoying.,0
4240,Alonzo made me feel angry.,0
5399,Stephanie found herself in a great situation.,3
6087,this boy found himself in a grim situation.,1
6120,my son found himself in a irritating situation.,0
3407,I made his feel devastated.,1
3239,I made Andrew feel excited.,3
665,Jamel feels sad.,1
546,my mother feels depressed.,1
6116,my brother found himself in a hilarious situation.,3
8248,The conversation with Adam was heartbreaking.,1
3181,I made Jerome feel furious.,0
7434,my dad told us all about the recent dreadful events.,2
8193,The conversation with Torrance was shocking.,2
48,Jasmine feels miserable.,1
1980,The situation makes Jerome feel angry.,0
3434,I made this man feel fearful.,2
1238,The situation makes Latisha feel relieved.,3
1670,The situation makes my sister feel terrified.,2
1638,The situation makes this woman feel relieved.,3
1880,The situation makes Leroy feel angry.,0
3110,I made Alphonse feel terrified.,2
4529,Josh made me feel disappointed.,1
5372,Melanie found herself in a terrifying situation.,2
3063,I made Jamel feel enraged.,0
6977,Terrence told us all about the recent amazing events.,3
6662,this woman told us all about the recent outrageous events.,0
8235,The conversation with Jerome was funny.,3
8307,The conversation with Justin was grim.,1
6432,Tanisha told us all about the recent terrifying events.,2
7037,Jerome told us all about the recent amazing events.,3
6217,my uncle found himself in a amazing situation.,3
1220,The situation makes Latisha feel angry.,0
6733,my daughter told us all about the recent shocking events.,2
5211,Shereen found herself in a threatening situation.,2
5799,Torrance found himself in a great situation.,3
2788,I made Katie feel miserable.,1
8294,The conversation with Harry was dreadful.,2
3557,I made my father feel glad.,3
7178,Josh told us all about the recent wonderful events.,3
1746,The situation makes my mother feel depressed.,1
4642,this boy made me feel irritated.,0
8419,The conversation with Ryan was great.,3
5075,Latisha found herself in a funny situation.,3
8062,The conversation with Malik was outrageous.,0
616,Lamar feels ecstatic.,3
8458,The conversation with his was wonderful.,3
5779,Terrence found himself in a great situation.,3
7282,this boy told us all about the recent outrageous events.,0
7927,The conversation with my daughter was grim.,1
5849,Adam found himself in a gloomy situation.,1
3010,I made Lamar feel terrified.,2
7464,The conversation with Latisha was displeasing.,0
5780,Torrance found himself in a irritating situation.,0
3791,Tanisha made me feel discouraged.,2
6961,Terrence told us all about the recent vexing events.,0
2233,The situation makes this man feel anxious.,2
5060,Latisha found herself in a irritating situation.,0
2855,I made this girl feel happy.,3
2712,I made Ellen feel scared.,2
5794,Torrance found himself in a dreadful situation.,2
5774,Terrence found himself in a dreadful situation.,2
7929,The conversation with my daughter was gloomy.,1
7792,The conversation with Stephanie was terrifying.,2
1588,The situation makes Katie feel miserable.,1
24,Latisha feels annoyed.,0
7100,Justin told us all about the recent irritating events.,0
3769,Shereen made me feel disappointed.,1
4793,my dad made me feel anxious.,2
3030,I made Malik feel terrified.,2
773,Darnell feels anxious.,2
6798,my mother told us all about the recent wonderful events.,3
6261,Latisha told us all about the recent vexing events.,0
748,Torrance feels miserable.,1
7090,Harry told us all about the recent horrible events.,2
7112,Justin told us all about the recent terrifying events.,2
8365,The conversation with Josh was depressing.,1
5584,my mother found herself in a displeasing situation.,0
39,Latisha feels excited.,3
7856,The conversation with her was hilarious.,3
2702,I made Ellen feel irritated.,0
2574,I made Shereen feel fearful.,2
531,my girlfriend feels discouraged.,2
11,Ebony feels discouraged.,2
1481,The situation makes Betsy feel furious.,0
4731,my boyfriend made me feel discouraged.,2
4578,Ryan made me feel relieved.,3
4705,my husband made me feel sad.,1
3728,Lakisha made me feel miserable.,1
3809,Amanda made me feel disappointed.,1
7807,The conversation with Courtney was grim.,1
6399,Nichelle told us all about the recent great events.,3
4792,my dad made me feel scared.,2
180,Tanisha feels angry.,0
2371,The situation makes my uncle feel discouraged.,2
182,Tanisha feels irritated.,0
3276,I made Justin feel ecstatic.,3
7237,Frank told us all about the recent amazing events.,3
1170,my uncle feels terrified.,2
5553,my wife found herself in a shocking situation.,2
2109,The situation makes Alan feel disappointed.,1
4556,Roger made me feel ecstatic.,3
2498,I made Shaniqua feel relieved.,3
6300,Latoya told us all about the recent irritating events.,0
5970,Josh found himself in a horrible situation.,2
1630,The situation makes this woman feel terrified.,2
3375,I made Ryan feel happy.,3
8382,The conversation with Roger was outrageous.,0
5811,Darnell found himself in a threatening situation.,2
6205,my uncle found himself in a depressing situation.,1
5608,my aunt found herself in a heartbreaking situation.,1
1808,The situation makes Lamar feel miserable.,1
6295,Jasmine told us all about the recent funny events.,3
7798,The conversation with Stephanie was wonderful.,3
3241,I made Harry feel furious.,0
3596,I made my dad feel ecstatic.,3
6759,my wife told us all about the recent great events.,3
7265,this man told us all about the recent depressing events.,1
858,Harry feels relieved.,3
7875,The conversation with this woman was funny.,3
3961,Courtney made me feel furious.,0
8213,The conversation with Darnell was shocking.,2
4249,Alonzo made me feel disappointed.,1
3896,Betsy made me feel ecstatic.,3
4527,Josh made me feel devastated.,1
2401,I made Ebony feel furious.,0
5613,my aunt found herself in a shocking situation.,2
6999,Torrance told us all about the recent great events.,3
2406,I made Ebony feel depressed.,1
3368,I made Ryan feel miserable.,1
5196,Nichelle found herself in a hilarious situation.,3
4363,Darnell made me feel enraged.,0
3039,I made Malik feel excited.,3
7793,The conversation with Stephanie was shocking.,2
2920,I made my girlfriend feel angry.,0
5859,Adam found himself in a great situation.,3
6517,Nancy told us all about the recent amazing events.,3
5555,my wife found herself in a funny situation.,3
7836,The conversation with Katie was hilarious.,3
1606,The situation makes her feel depressed.,1
7226,Frank told us all about the recent serious events.,1
2883,I made my daughter feel enraged.,0
3880,Betsy made me feel angry.,0
6176,my boyfriend found himself in a hilarious situation.,3
3804,Amanda made me feel annoyed.,0
3703,Tia made me feel enraged.,0
1840,The situation makes Alonzo feel angry.,0
8010,The conversation with my aunt was horrible.,2
2644,I made Kristin feel annoyed.,0
1479,The situation makes Nancy feel excited.,3
3848,Kristin made me feel miserable.,1
2110,The situation makes Alan feel terrified.,2
2829,I made this woman feel disappointed.,1
113,Tia feels anxious.,2
577,my aunt feels glad.,3
4083,my daughter made me feel enraged.,0
6216,my uncle found himself in a hilarious situation.,3
6878,Malik told us all about the recent wonderful events.,3
2909,I made my wife feel disappointed.,1
7998,The conversation with my mother was wonderful.,3
7886,The conversation with this girl was serious.,1
515,my wife feels happy.,3
4752,my father made me feel scared.,2
6891,Alonzo told us all about the recent threatening events.,2
4660,my brother made me feel angry.,0
6283,Jasmine told us all about the recent annoying events.,0
7056,Adam told us all about the recent hilarious events.,3
300,Ellen feels angry.,0
4456,Harry made me feel ecstatic.,3
6931,Leroy told us all about the recent threatening events.,2
7795,The conversation with Stephanie was funny.,3
3587,I made my dad feel devastated.,1
8097,The conversation with Alonzo was amazing.,3
3757,Nichelle made me feel glad.,3
1559,The situation makes Stephanie feel excited.,3
7707,The conversation with Nancy was grim.,1
7680,The conversation with Kristin was irritating.,0
71,Latoya feels discouraged.,2
6866,Malik told us all about the recent serious events.,1
6753,my wife told us all about the recent shocking events.,2
2684,I made Betsy feel annoyed.,0
905,Alan feels sad.,1
2483,I made Shaniqua feel enraged.,0
