text,Class
@SocialPowerOne1 Why isn't that thing flying over the White House every day?  #trumpbabyblimp #fucktrump #fuckallthetrumps #fucktrumpsupporters,0
@pmanley82 @HMRCgovuk Let's RoooooAAaaR! #LoanChargeSuicides  #TigerBoy #Philbert #Murderer https://t.co/ynxH81lNSE,1
"See the conditions of bengal and other states, wrt to how patients r getting aggressive towards doctors.    Thn, there comes out BRIDGE COURSES. Phle dr ko to bacha lo, fir inko lana...😒😒😏😏  #Savethedoctors #DoctorsStrike #DoctorsFightBack #DoctorsProtest",1
"This is patriotism.And Dhoni has the right to use it.But what icc doing is absolutely worse...I,we support Dhoni...  #DhoniKeepsTheGlove   @msdhoni   @ICC",0
"@MinhazMerchant @Sanjay_Dixit @MamataOfficial This entire incident is well planned attack on doctors by TMC, it is very evident by a question asked by a journalist to IMA doctor during press meet today,  he asked about extending theor support to a political party, MB also said the same in a college   #DoctorsFightBack https://t.co/eYEkob82Eq",0
Douchebag Ben needs to see a proctologist bad for a rectal exam.  He may have pushed his butt plug up too far.  #shithead #douchebag #idiots,3
@MusiicTown @ShivaniPatel23 @AmaalMallik Change your name to 'Amaal-Armaan' fanpage  Begging attention from their school going fans to get RT's and followers lol    Chutiya samajh rakha hai logo ko?  #Douchebag,3
Where is icc are you fully blind @ICC @cricketworldcup #ICCWorldCup2019 #DhoniKeepsTheGlove #pkmkb https://t.co/RFnDnzpSLg,0
"@realDonaldTrump “I was such an amazing quarterback in high school, that I can tell you. Watch these 50 year old videos...” 🙄    Dolt45 loves to prove over and over again what a PATHETIC LOSER he is. Can you please for one day show just a little bit of class?    #Douchebag",2
Don't turn up to leader debates because you know you can't be arsed. Get for MPs pledge support for you. Yes makes senses. He is displaying the same level of contempt and entitlement that Theresa may showed before the last election. #Toryleadership #BorisJohnsonShouldNotBePM,0
@ICC ..don't know why it is focusing on a point which has no effect in the game play of world cup by leaving #umpires who are changing the chances of winnings of teams with their wrong decisions...work on topics which need to be improved rather than our msd...#DhoniKeepsTheGlove,1
#Alabama I think depending on a Criminals Past and be definitely on cases of Repeat Offenders #MentalHealth #sexoffenders #rapist. Keep getting out of prison repeatedly for doing same offense #EnoughIsEnough when is #NoANo https://t.co/UpSRTJTZCU,1
#ShameOnICC just go out and stop the rain in india - pak match,0
"So, the next time someone can't be bothered to turn up to something, can we refer to it as ’doing a Boris’? @BorisJohnson is a joke. @MichaelRosenYes @FleurHitchcock #BorisJohnsonShouldNotBePM",0
"ICC didn't give the permission to Dhoni to wear the glove with the Balidaan badge. We all know what happens when people mess with Kohli. Now, we'll see what happens when you mess with Dhoni.  #DhoniKeepsTheGlove #WorldCup   Remember this tweet.",0
Don’t the @Conservatives take references? #BorisJohnsonShouldNotBePM https://t.co/3qPx6ZwGbz,0
@DiamondandSilk @Johnatsrs1949 @realDonaldTrump wow.  what a group of sickos   #ImpeachTrumpNow #racistTrump  #fuckTrump https://t.co/pxYP7jfXrV,1
"#URGENT #Breakingnews #HappeningNow across the #UnitedStates on this #FathersDay #SundayAfternoon:    #MostAmericans are saying,  “We agree. They’re right. Trump is #NOTmypresident. #TrumpIsACriminal, #TrumpIsAFraud and #TrumpIsATraitor. He will always be an #IllegitimatePresident.” https://t.co/JDU1KJUZUY",1
Very simple: #TrumpIsATraitor https://t.co/S36OegqzJw,2
We’ll be outside Speaker Pelosi’s SF office demanding an #impeachmentinquirynow on Friday @ 12:00pm. Dressed as Founding Fathers. Of course.    #resist #resistance #fucktrump #impeachtrump #impeach #impeachment #itmfa… https://t.co/1ZEAREdNlj,0
Shame shame shame.. #ShameOnICC,1
Disgusting 🤢 #BorisJohnsonShouldNotBePM https://t.co/n3Q004L4HL,0
Is it time yet for all of us to wake up and realize all of this time since November 2016 was actually a nightmare and Hillary was actually elected?    Is it?    #fucktrump  #Impeachment,0
We'll all wave 'buh-bye' to those 30 or more treasonous #Remain #Tories who have held citizens in chaos during their #BrexitBetrayal &amp; #brexitbehindcloseddoors. #Leave 💪🇬🇧#Brexitcast #BorisJohnsonShouldNotBePM #RoryStewart @michaelgove @PhilipHammondUK @DominicRaab @Jeremy_Hunt https://t.co/vVeDtHL3jt,0
#ShameOnICC: Indian Fans Unleash Their Wrath Upon ICC After Another World Cup Washout https://t.co/UeO1Iy22cr,0
You Know what they say   The douche doesn't fall far of the bag  To watch more check out the late show YouTube channel.  #funny #epic #cool #usa #america #news #courtroomsketch #court #congress #douche #douchebag #chump… https://t.co/NdZRtDTPiF,3
@siddtalks @ZeeNews Its @NEWS9 airing the Fraud n Duping by #IMAfraud #ImaJewels in Bangalore for last 4-5 days.Most biggies of politics from Bangalore seems to be under pressure.,0
Am I the only one who is beginning to think that the completely unacceptable 'no show' on anything from Boris Johnson is beginning to look a little odd. Even 'fishy'.  He has to come out and face people   now.  #BrexitShambles #brexitdisgeace #BorisJohnsonShouldNotBePM,2
@FinancialXpress i appeal to all doctors through this channel ...    that   if you all are doing strike then do for years for all the responsible not for the common people who are helpless....    You all are second god .......    #DoctorsFightBack #DoctorsProtest #DoctorsStrike @MoHFW_INDIA,0
"India is batting first,so we all have to wait till evening to see if Dhoni wears same gloves with insighnia!! #😙MSD #BalidanBadge   #DhoniKeepsTheGlove",0
"@ICC should have so many better options to stop rain 😁 ,But they are not willing to doing anything.#ShameOnICC https://t.co/gaKtXNUZVi",0
This is stupidly crazy. To think of leader might just prioritize a known political enemy nation over his country is so disgusting. I cant wait for this nightmare to be done. #TrumpIsATraitor #ImpeachDonaldTrump #TrumpMustResign  Our country deserve justice and ppm to defend it! https://t.co/os8G8WXgAz,0
@ICC you should be worried about other things rather than a sign of patriotism on @msdhoni gloves huh #DhoniKeepsTheGlove #INDvsAUS #ICCWorldCup2019 https://t.co/dPlEcrWHYt,1
"@adhirrcinc If you & ur other congressi brothers & sisters dont know how 2 spk in Hindi then spk in the language u know,there r translators there.\nFact is all of u r insulting PM @narendramodi ji on instructions of Gandhis to please them. Shameful! \n#GandiNaaliAbuse @republic",1
@ICC Respect India.  #DhoniKeepTheGlove   #DhoniKeepsTheGlove   #KeepTheGlove,0
#Dhoni #DhoniKeepTheGlove #DhoniKeSaathDesh #DhoniKeepsTheGlove   Dear @ICC &amp; @BCCI   why questioning @msdhoni?  Pls tell us...  🆆🅷🅰🆃 🄸🅂 🆃🅷🅸🆂👇  𝙋𝙖𝙠 𝙘𝙧𝙞𝙘𝙠𝙚𝙩 𝙩𝙚𝙖𝙢 𝙨𝙖𝙡𝙪𝙩𝙚 𝙩𝙤 𝙋𝙖𝙠 𝙖𝙧𝙢𝙮 𝙛𝙧𝙤𝙢 𝙜𝙧𝙤𝙪𝙣𝙙 https://t.co/LfmZLLjyQq,0
"#DhoniKeepsTheGlove Dear friends, let's support Dhoni by changing all our profile picture in all our social media profiles as a symbol of Balidhan logo.  Dhoni please don't remove the Gloves entire India is with you. Jai hindh",0
@nowthisnews I hope no one else hires this #Douchebag,1
"@arifmohammadk Indians do not have any connection with the logic in any way. #DhoniKeepsTheGlove is a useless campaign. Better sense should prevail. Its a cricket game, play it with sportsmanship and dont try to be Chaudhary of cricket.  Adivce from Pakistan",0
"#DhoniKeepsTheGlove is nothing but  supporting the violation of rules.  Nowadays people bring Army and hyper nationalism in every foolish thing.  Rules are rules and Gloves have to go, period.",0
You let outside opinions effect situation.#Dickhead,3
@Markfry809 I blocked him!  #MURDERER,0
"@tedlieu But, Good News..   If you are a #MURDERER your money is still #good here.. 🤙🏻👍🏻  #EdBuck https://t.co/pmdoUMsyg2",0
@SpringF_kx @BBackerman1 @Rich705 @VtxMad @PennyCarrigan1 @keanothedog @ommatid @ThaddeusArjuna @Rose52413 @fordyce_greg @mason4922 @MBonsario @Doh_Doh_Burrd @clairermassey @SarahLies4Trump @ignats66 @gentlemindmom @cyferPtVila @a_patriciann @AllAboutAllan @stuffbusted @CurtisCBallII1 @DearAuntCrabby @Baltic_Bluebird @BarbieToes1 @basshooker2 @kaysintBB @Barbara13199344 @Michael97396326 @Barbie2692 @BeautyAbounds4U @adamcbest @Falconer084 @BearmanShannon @marcbenoit39 @BenPutnam56 @NotMyPrecedent @Carolyny1948 I’m not saying @realDonaldTrump is a russian asset but the russian sure say he is! #ImpeachTrumpNow #TrumpIsATraitor @MBonsario @e_whittler @AndyOstroy @StevenBeschloss @Lawrence @maddow @AriMelber @JoyAnnReid @MalcolmNance @JillWineBanks @Cheezetta,0
@realDonaldTrump WHEN YOU SAY  'ALMOST EVERYTHING'  they are saying is the opposite    YOUR ARGUMENT FAILS    YOU SOUND LIKE THE VILLAGE IDIOT  #IdiotTrump  #TrumpTheVillageIdiot,0
Itne badhe event k liye proper planning krna chahiye tha....dranege system and comfortable cover ka use hona chahiye tha...is trh kaise hr match cancel hota rhega✊👊👊🤛😡😡😡 #ShameOnICC,0
@Slate My dad used to sail on tankers like that one as a Bosun.    He said they had to be careful not to cause a spark when they worked on deck.  All of you warmongering at the expense of people who are just trying to do their job.    #FuckTrump #FuckPompeo #FuckIran,3
"How scary is this, @David_Leavitt?   #ImpeachmentHearingsNow  #ImpeachmentHearingsNow  #ImpeachDonaldTrumpNOW  #TrumpIsATraitor    https://t.co/CMWkGeK7bj https://t.co/ToeSAhlWd3",0
"Years of hard work to be just worthy of that WHITE COAT.                      Instead of saving the public’s blood, it got stained with MY OWN #SaveTheSaviour  #DoctorsFightBack #TREATUSASHUMANS https://t.co/JSxtxKVIe3",1
"Happily Queen dahlingsss #JohnMcCainDayJune14th #fucktrump make his day hellsss, Living🔥H🔥E🔥L🔥L🔥S🔥S🔥S🔥 https://t.co/87cIYf3QeB",1
"@JohnnyMercerUK 'Look at his record in London..' We have Johnny, and it's atrocious.   #BorisJohnsonShouldNotBePM",1
"Really,\nAll are your businesses?\n\nThats why you people dont follow rules & becomes terrorist?",2
@realDonaldTrump Your own people keep information from you because THEY ALL KNOW you are an IDIOT!!!! #STUPIDISTPOTUSEVER #DumbTrump #IdiotTrump #LiarTrump  #StupidTrump #DuhTrump #RetardTrump #GoToHellTrump,3
@tictoc @MerrillEdge ANTI TRUMP LASER DEFENSE SYSTEM. - A defense perimeter around my property where anyone suspected of being a MAGAT is immediately vaporized with a  high powered laser that leaves nothing behind but red and white MAGAT hat “fur”.  #fucktrump,0
@bigbluestu42 @aman61bc @RoyalFamily @POTUS @FLOTUS @ClarenceHouse Yup! Bubba #Rapist #BillClinton 🙄🤦‍♀️,0
"@wsyx6 @realDonaldTrump #FuckTrump we don't claim him, in the Gemini World!",0
Q: When will it rain money for @ICC?  A: When there is 'change' in the weather.  ⛈️⛈️☔⛈️⛈️  #INDvsPAK #INDvsNZ #ShameOnICC #CWC19 #CricketWorldCup19 #RainStopsMatch #rainyworldcup https://t.co/fgIcB5uV6E,1
I see the unscrupulous and opportunistic #BorisJohnsonShouldNotBePM has decided to back #Heathrow expansion. End of retreat from commitment to lie in front of the bulldozers. On the bright side he may now support #PeoplesVote and #StopBrexit in a few months.,0
@ACTBrigitte Ahhh did trump's feelings get hurt?  Too bad it's #JohnMcCainDay #JohnMcCainDayJune14 and trump is #DerangedDonald #TrumpIsATraitor #TrumpsAnInternationalDisgrace #SarahSandersLied #ditchmitch #TrumpMustResign #LawlessPresident #JohnMcCainDay #FridayThoughts,1
#BorisJohnson blew off a debate for British prime ministerial candidates. But the empty chair said a lot https://t.co/Q3ExziSysy #BorisJohnsonShouldNotBePM #ToriesOut #ToryLeadershipContest #Brexit #brexitchaos #StopBrexit,1
"Hatredness can't be stopped it is like Virus, only Antidote is Time.  #Bengal #DoctorsFightBack #SaturdayThoughts",0
"To all my fellow #Resisters followers and to those still out there, you guys/gals rock my socks off!!    #JohhMcCainDay   #FuckTrump  #ImpeachmentInquiryNow   #TheResistance    https://t.co/MtSD9ye5ng",2
"@mshafiquk Cut the word racist out , it's old,  used and has no meaning any more #dickhead",3
#Trump's Constant Attacks on #FreePress are Merciless Attacks on #Democracy's Foundation #FuckTrump #TrumpFascism #ImpeachTheMF #StopFascism #Drumpf #ResistTrump #FascistTrump #SaveDemocracy #Cult45 #NotMyPresident #StopHate  #DumpTrump #PutinsPuppet #FBR https://t.co/nMKXGqFxMx,0
"Gang raped a 8 yrs old girl for more than a week, called someone from #UttarPradesh to rape her, kept her confined in a #temple (no respect for #god) then #murderer her &amp; what do u get?  Life term or 5 yrs 😁  You'll still breathe happy  Cheers to #NewIndia  I am not at all satisfied https://t.co/v0zdCIn3TG",0
Change host uk to India know @ICC   #ShameOnICC,0
So OJ Simpson joins Twitter. Instead of blocking his followers he kills them then?! #Killer #Murderer #SaturdayThoughts,2
"Dear people saying, Doctors deserve it 'pitne do saalon ko..'    We wonder what would happen, If we said, 'marne do saalon ko...'    #DoctorsFightBack #savethedoctors https://t.co/AtdjZSl8tH",1
This woman is completely out of her mind. She has lost it all. Such a shame. #DoctorsStrike   #SaveTheDoctors   #DoctorsFightBack https://t.co/IsagyI6fZ8,0
.@realDonaldTrump @GOP     We on the Jedi Council agree...😎    #TrumpIsATraitor     #HeWillDieInPrison... if he’s lucky     https://t.co/C77Eudot8O,1
Why do you call Gandi Naali fellows to the debate? #GandiNaaliAbuse,2
"@hardball   It is the duty of the President to preserve, protect and defend the #Constitution of the U.S. #TrumpIsATraitor and yet morons in the Mid West (Ohio &amp;Iowa) continue to support #TraitorTrump. These states deserve to Rust. #2020Election https://t.co/pQqlQha22O",3
#ShameOnICC @ICC @cricketworldcup  @ICCLive  @T20WorldCup      #ShameOnICC  see India vs pak is also gone..... Fuck off @ICC   Worst World Cup series... https://t.co/Qf9yjX9VWW https://t.co/KkkWcSZVjZ,3
"Dear @ICC you can remove sign of BALIDAN from @msdhoni gloves but you can't remove his respect for INDIAN ARMY from his heart. He is not a cricketer, He is GOD for us.        #DhoniKeepTheGlove #Dhoni #DhoniKeepsTheGlove https://t.co/KlmKN9lUc3",0
@ANI #DoctorsFightBack  #DoctorsProtest  #India  Kindly don't befool doctors by writing letters to CMs. It is a futile eyewash exercise. Immediately pass ordinance to protect medical staff. #IMA must go on indefinite strike in the entire country till an ordinance is passed. #WestBengal,0
@realDonaldTrump What about our fake president?  He lies so much and is so stupid he doesn't even know how stupid he is.  #idiottrump #lyingtrump #trumpiscompromised #delusionaldon,2
#Trump the Moronic Bully is Sabotaging the U.S. &amp; the World #FuckTrump #TrumpMustGo #ImpeachTrump #Progressive #Dems #Progressives #Resistance #Resist #Trumpism #TraitorTrump #PutinsPuppet #TradeWar #TrumpTariffs #NotMyPresident #Tariffs #TrumpRussia #FBR https://t.co/dx2v0VCtma,3
"#DoctorsFightBack | 'We have no political colour. This is just us - doctors,' say protesting doctors at NRS Hospital in Kolkata refuting West Bengal CM Mamata Banerjee, even as doctors from across India stand with them https://t.co/LGCyJUEBn5 https://t.co/7XbNRfE7Ff",0
"Unprecedented support for #DoctorsProtest #DoctorsFightBack #DoctorsStrike, finally #WestBengal after a long time has shown again #whatbengaldoestodayindiafollowstomorrow",0
@deesnider Nothing more ignorant than forcing everyone to hear your conversation... #douchebag,0
@realDonaldTrump The American People Demand that the Treasonous Fake Potus @realDonaldTrump Vacates our White House Immediately! #TrumpIsANationalSecurityThreat #TrumpIsADomesticTerrorist #TrumpIsACriminal #TrumpIsATraitor #TrumpIsAFraud #ImpeachDonaldTrumpNOW #VoteBlueToSaveAmerica,1
"#MattHancock withdraws from #Tory leadership race, backs #BorisJohnson    How easily do politicians sell out - their principles, values shifting like lines in quicksand    #BorisJohnsonShouldNotBePM #Brexit    https://t.co/7rIYN61cIg",0
@DhirajAhuja1108 She has lost the political good will    Momotah Hatao    #DoctorsFightBack,0
🤬🖕Don’t be a douche canoe! 😠😖  -  -  -  #douche #douchebag #douchebags #doucheflute #douchecanoe #douchebaggery #douchefan #douchehound #douches #doucher #douchebagselfie https://t.co/q5T5ooANs0,3
@brownc555 @rkelly R. Kelly is a Child Molester and Sexual Predator #pedophile #chomo #rapist #prison #rkelly Lock R. Up!!,2
"@DonaldJTrumpJr @realDonaldTrump Yeh, your dad is a CARTOON!    #TrumpIsATraitor   #TrumpCrimeFamilyMustGo",1
These depictions of Noah’s Ark are accidentally gay—and people are here for it #Resist #ResistTrump #FuckTrump https://t.co/n4Inw90fuc,0
"Wonder what dumb fvckery the #douchebAG Barr will concoct after a group of law professionals break down obstruction, and high crimes and misdemeanors in layman’s terms?",0
Walking on Road    A random uncle to me: Oye betichod    Me: Haan Sasur ji.😁😁😁    #Kick2 #SaahoTeaserAnnouncement #Saaho #SaahoTrailer #YuvrajSingh #SaahoTrailerAnnouncementToday #Dhoni #DhoniKeepTheGlove #DhoniAtCWC19 #DHONIKESAATHDESH #dhonisix #DhoniKeepsTheGlove #SaahoStrom,3
Raptor fans are pathetic cheering for an injury #douchebag #NBAFinals #warriors #Raptors,0
"#GandiNaaliAbuse By abusing the people elected PM, the opposition has insulted the people of this country.\n#GandiNaaliInsult",1
The pretending president says nothing. SMFH    #FUCKTRUMP https://t.co/F88VMrdrRM,2
Respect to all those doctors...it shows our unity among the doctors community...👏🙏...#DoctorsFightBack #DoctorsProtest #DoctorsUnderOppression #IstandwithNRS https://t.co/GEAvm4Hn4m,0
@realDonaldTrump Now THAT’S some #FakeNews right there! #TrumpObstructedJustice #TrumpLiesMatter #TreasonousTrump #TrumpsWorseThanNixon  #TrumpIsTrash #TrumpForPrison2020 #FuckTrump,2
"@realDonaldTrump @OANN Delusional Donnie, you are lying again! #TrumpIsATraitor #TrumpCriminalInvestigations #BlueWave2020",1
#FuckTrump  'Happy Birthday Mr. President' I hope all them candles blow in the direction of that sprayed hair . Sticky looking Mother Fucker with no soul. Aint it time for him to see a Dr. ?? He is long past due.,3
Happy #JohnMcCainDay to all true patriots who celebrate. #TrumpIsATraitor,0
"@IainDale If so (and I don't agree) it's only because the bloody media is conducting his campaign for him, instead of being responsible, analytical and challenging. #BorisJohnsonShouldNotBePM",1
If required boycott tournament. #DhoniKeepTheGlove #DhoniKeepsTheGlove #Dhoni,0
Will become more infamous than Bendict Arnold. Mark my words. #TrumpIsATraitor https://t.co/wXsDZWemp0,1
And what who are they going to gun down loser Trump in the WH? #dickhead https://t.co/DiJhvonXhv,0
"@BorisJohnson @BorisJohnson If we want to unite our country and our society, we should actually ask you to F-off our of it #dickhead .",2
"Rohit Sharma scored 100 against Muslim nation...    And now some people are saying it is HINDU TERROR, BHAGWA ATANKWAD😂😂  #Hinduphobic   #HinduPhobia   #terroristNationPakistan   #IndiaVsPakistan https://t.co/uhGTnuOb6L",1
"Today, they thrashed a doctor. Tomorrow, it might be you , your family, friends or team. Doctor’s movement should be supported by other professions also. Come on the streets , demand for justice and security.   #DoctorsFightBack",0
@realDonaldTrump @MarshaBlackburn Really only one response to Trump at this point.   TRAITOR  #TraitorTrump  #TrumpsWorseThanNixon   #TrumpFarWorseThanBillClinton  #TrumpSellsAmericaToHighestForeignBidder  #TrumpIsATraitor,1
#JoseBaez ur right those men w/never have #justice b/c u go their #murderer off n #society is lucky #AaronHernandez is 💀 so u can’t get his #thug ass off on appeal 2 keep killing,3
@realDonaldTrump You are the wrong person to make any deals with any country Traitor.    #TrumpIsATraitor,0
If England can do this  so why not india can do this   #ICC #Balidan #DhoniKeepsTheGlove https://t.co/i5eq7VRWad,0
@realDonaldTrump America NEEDS a new President ASAP... Trump is a DISASTER... Has been getting worse and worse!!!!  #TrumpIsATraitor   #GuiltyAsSin  #WhoreMonger  #LiarInChief   #DerangedDonald   #BillionDollarLoser   #LowIQTrump  #DraftDodger   #PresidentBoneSpurs  #AryanAgentOrange  #NervousDonald,2
a recession issa comin' #maga #magamyass #fucktrump,0
@here In a driverless future they won’t drive #dickhead,3
@NYCMayor @NYCSpeakerCoJo @Dromm25 @NYCCouncil More subsidies for illegal aliens?  #Douchebag,0
Ancestor behaviour you are NOT proud of .... Charles Peace #burglar #murderer ..... can’t choose your fam https://t.co/wuXUYA01hd,1
@SlyDude3677 @realDonaldTrump The Liar in Chief just can’t stop lying. #FuckTrump #Impeach45 #ImpeachTrump https://t.co/50Asc8Eat0,3
@Tontolao1 did Jesus make you do it? #hvac #douchebag https://t.co/Hn2d6kxqW9,1
@yohiobaseball @TheLastRefuge2 #BoycottChina if you want a system of fair and reciprocal trade.,0
Omg he is having his cabinet suck off round table 😱🙄🤢 0 dignity! #DoYourJobMitch #Resisters #FuckTrump #ResistTrump #FliptheSenate2020 #TheResistance #DitchMitch #DitchMitch2020 #VoteBlue2020,3
@matthewstoller 😂😂😂😂😂 WHAT!? Sure🙄 try again! #Douchebag,0
Where my country is leading...When we will make strong legislation for #rapist &amp; when our media and politician will start acting instead of blaming current govt...Where are today our so called secular leaders... I demand #castration followed by hanging  #JusticeForTinkleSharma https://t.co/1d6OPsSgPF,1
#ShameOnICC Misbah doing pushups on ground is nothing for ICC.but MS badge is under scanner woww.. If meaning of bias was something it should be ICC,1
Official press release of #SaveTheSaviours movement. These are the demands for resuming all duties.     #DoctorsFightBack #Savethedoctors #SaveTheSaviours https://t.co/2XC4BjnnRI,0
This right here is another justified reason for me to say #FuckTrump https://t.co/iEZS4Mxbqr,0
@ICC Is truly islamic cricket council shame on icc #DhoniKeepsTheGlove,1
@joncoopertweets He’s famous for stiffing people. They need to tell him to pay up front or bring his own security. Going forward anyone getting stiffed can’t say they didn’t know. #fuckTrump #HappyJohnMcCainDay,0
@toewad1 @JeremyVineOn5 @theJeremyVine @StormHuntley So it’s crap because they don’t put shit films on for you?! 😂 #DickHead,3
Dear @ICC you haven't done right  We stand by @msdhoni  #DhoniKeepsTheGlove https://t.co/fmPwqMMq8i,0
"@funder Trump’s gaslighting us once again and he’s lying as usual, so what else is new!! #TrumpsGottaGo #TrumpIsATraitor",1
"@politicususa @MalcolmNance At this point, we have to wonder if #Trump has told more #lies or committed more #crimes .    #TrumpIsATraitor",1
Employees turn their back on Agriculture secretary over being relocated to Kansas City #Resist #ResistTrump #FuckTrump https://t.co/aP859lYCSm,0
#DoctorsFightBack #DoctorsUnderOppression  I hope @ReallySwara @sonamakapoor u are not ashamed of brutal assault on kolkata Doctors.  I don't see any placcards today!,0
https://t.co/Hc06lcgMCM's Ali Catterall's take on it all ..    #BollockstoBrexit   #PeoplesVote   #BorisJohnsonShouldNotBePM https://t.co/0fdTYAqjXD,1
@JustinTrudeau And you throw away millions of our tax dollars EACH DAY !   And lately to kill babies in the womb worldwide.  #Murderer.,0
"That fucking bloke with the megaphone trumpet thing that keeps shouting no brexit on the news needs locking up, it does however interest me what means of employment he may pursue 😳🤷🏻‍♂️ #brexit #dickhead",3
@RepMarkMeadows I believe they’re dealing with the obstruction of justice trump did - not the conspiracy to violate election law trump did nor the espionage trump did. #FixedItForYou #dickhead,0
#icc should be ashamed of it's negligence. It has people's money and time. should apologize of its mismanagement.  #ShameOnICC #icc #CWC19 #RainStopsMatch https://t.co/JEhpPLQ6aJ,0
"@AlbertBreer If there are no playoffs, due to age, what is the harm? #douchebag",0
This number goes up EVERYDAY and the Dems still refuse to do anything about it. #trump #TrumpIsATraitor #GOP #MAGA @realDonaldTrump @HouseDemocrats https://t.co/p071jnyaYF,0
"Dear PM,\n\nWe voted you for development of poor people but you all are spending too much on Yoga but not in water, education and fever that is in Bihar right now.Dear PM,We voted you for development of poor people but you all are spending too much on Yoga but not in water, education and fever that is in Bihar right now.",1
"This is #douchebag Stan Kroenke. He says he moved the Rams b/c St. Louis is only a baseball town. However, there were more @StLouisBlues fans tonight at the Enterprise Center and Busch Stadium watching the Blues on jumbotrons than who watched Stan's shitty Rams teams in person. https://t.co/nUnoi31x1u",1
@realDonaldTrump You are a joke. #Douchebag,1
Shoutout to @rosannaphillip she is a true blue #Resister #BlueWave2018 #WomensRights #Fucktrump 🌊💙❤️,0
"Boris Johnson will lie about anything if it gives him an advantage. In the local elections he was forced to delete a tweet claiming to have just voted...BUT, there were no elections in his area! This Trump-like compulsive liar just can't stop himself... #BorisJohnsonShouldNotBePM https://t.co/Gpm4d9k8oR",0
"@GautamGambhir stands by @MSDhoni, says @ICC should focus on #cricket  Full Story: https://t.co/mqQm0FOOhH    #DhoniKeepsTheGlove #DhoniKeepTheGlove #DhoniKeepTheGloves #Dhoni #WorldCup2019 https://t.co/IBf34v4ehZ",1
@lbcbreaking @chunkymark @LBC @dodgyknees1 😏 really #dickhead,3
Assault on doctors again in Murshidabad Medical College.  #Savethedoctors #DoctorsStrike #DoctorsFightBack,0
"That's because @realDonaldTrump is, was, and always will be racist. He should NOT be where he is today. He's such an idiot. #Douchebag https://t.co/Hz1L5YrMQ5",2
@realDonaldTrump Doesn’t that mean half the country HATES you?  #FUCKTRUMP,0
#ShameOnICC wht if the final gets abandoned due to rain. Wht u gonna do? Split the trophy? Or a super over match?? Or simply give the trophy to england?  Worst arrangement ever.@ICC,1
#shameonicc  English:#ShameOnICC   Indian daily soaps: Bahr aapki thoo-thoo ho rhi h znab  @aryashekhar67 🤣😂🤣,0
This picture tells everything  How @BCCI takes care of ground   How @ICC takes care of ground And remember it @ICC is head of all cricketing nations   #ShameOnICC https://t.co/WXuiwBRZhO,0
"@GOPLeader Either you're unable to read, or you're as corrupt as the Felon-in-Chief is and are complicit in helping him to cover up crimes he's committed. #FuckTrump #TrumpCrimeFamily #ImpeachTrumpNow",1
She lost her mind. Hey god plz save us from those goons #DoctorsFightBack https://t.co/Nr3beYXp0y,0
Name calling works!!!  #DotardDonald #LiarTrump #DerangedDonald #BullyTrump #DesperateDonald #IdiotTrump but you’ve got to tell the truth or it doesn’t. @SpeakerPelosi isn’t nervous. You are. It’s called #Projection and Donny? It’s okay. You’re right to be nervous. #FuckTrump https://t.co/Wp9oKbYFAh,0
@bhogleharsha @cricbuzz Both captains out on the field for the toss. Lands on heads. The Captain decides to swim first. #ICCWorldCup2019 #ShameOnICC #CricketWorldCup,0
"#IndiaWithDhoni  England: Indian Cricket team met India's High Commissioner to the UK, Ruchi Ghanashyam at her residence in London, today. #ICCCricketWorldCup2019  #DhoniKeepsTheGlove https://t.co/ktawvmZ59o",1
@kylegriffin1 So in other words they intend to do exactly what he said in the ABC interview.     #TrumpsAnInternationalDisgrace   #TrumpIsATraitor,0
"@TheRightMelissa @jeremynewberger @realDonaldTrump It was @BarackObama who brought the country back from the brink of economic collapse, now @POTUS is Bankrupting the country, since Bankruptcy is actually the only thing @realDonaldTrump knows     #Resistance #LockThemAllUp #FuckTrump #ComplicitGOP #Resist      https://t.co/lF2am3njsh",0
"Doctors are resigning, Its more than 500 Now ...  People are dying without proper treatment !! (Only the Poor)   Ruling govt. Is threatening ,doing whatever they want.  Central government is silent, bcz vote is over  #SaveBengal #DoctorsFightBack",0
@Emmabarnett Yes I care as this speaks to his character.  Just like so many things about him #BorisJohnsonShouldNotBePM,0
What pleasure do you get by killing a #livingbeing? I dont think I am wrong in arguing would be the same feeling for a #murderer #convict https://t.co/UU8udboOAd,2
@MarinaHyde MPs who blindly support a loser #BorisJohnsonShouldNotBePM without evidence will ultimately have to face the electorate. Do they think @BorisJohnson_MP is worth them losing their seats to other parties? @MikeGapes,0
#DoYourJobMitch When will you get serious? 9/11 #FirstResponders responded in 5 secs they have waited 8yrs for you to respond😠  #YouShouldBeAshamed   #Resist #FuckTrump #VoteBlueToEndThisNightmare #VoteBlue2020 #ImpeachTrump #ImpeachMconnell https://t.co/4sTj7JPPo4,0
Where is prime time ka fraud Ravish Kumar? #SaveTheDoctors #DoctorsFightBack #DoctorsStrike,0
@realDonaldTrump @senatemajldr @MarkWarner Stop lying. #TrumpIsATraitor https://t.co/c5Foq2kY78,0
Donald Trump lies.  #TrumpIsATraitor   Happy #JohnMcCainDay ! https://t.co/uaFNXVT2m5 https://t.co/WeBD6lhm54,0
@MollyJongFast And of course they placed Hillary at the top of the list.  #TrumpIsATraitor   #TrumpsWorseThanNixon,3
